ROW,HW,STUDENTID,TIMESTAMP,SUBMISSION,SCORE
4760,11,1030958,0,1,0
4761,13,1030958,0,1,0
4762,15,1030958,0,1,0
4763,17,1030958,0,1,0
4764,5,1030959,1358802744,1,104
4765,6,1030959,1359654944,1,104
4766,11,1030959,1360350088,1,100
4767,13,1030959,1361144757,1,105
4768,15,1030959,1362421904,1,100
4769,17,1030959,1363049173,1,100
4770,5,1030960,1359045754,1,75
4771,6,1030960,0,1,0
4772,11,1030960,1360652298,1,21
4773,13,1030960,0,1,0
4774,15,1030960,0,1,0
4775,17,1030960,0,1,0
4776,5,1030961,1359068442,1,100
4777,6,1030961,1359935958,1,91
4778,11,1030961,1360624611,1,80
4779,13,1030961,1361808755,1,85
4780,15,1030961,0,1,0
4781,17,1030961,0,1,0
4782,5,1030962,1358695053,1,104
4783,6,1030962,1359670323,1,102.67
4784,11,1030962,1360104484,1,100
4785,13,1030962,1361836203,1,85
4786,15,1030962,1362437890,1,100
4787,17,1030962,1363045739,1,100
4788,5,1030963,1358606304,1,100
4789,6,1030963,1359559386,1,100
4790,11,1030963,1360075345,1,98
4791,13,1030963,1361205220,1,105
4792,15,1030963,1362061366,1,100
4793,17,1030963,1362418352,1,100
4794,5,1030964,1359229250,1,104
4795,6,1030964,1359761868,1,102.75
4796,11,1030964,1360465150,1,106
4797,13,1030964,1361836429,1,105
4798,15,1030964,1362415752,1,100
4799,17,1030964,1363119573,1,100
4800,5,1030965,1359060360,1,71.08
4801,6,1030965,1359703073,1,100
4802,11,1030965,1360615263,1,89
4803,13,1030965,0,1,0
4804,15,1030965,0,1,0
4805,17,1030965,0,1,0
4806,5,1030966,1358802846,1,100
4807,6,1030966,1359688944,1,96
4808,11,1030966,1360616541,1,68
4809,13,1030966,0,1,0
4810,15,1030966,0,1,0
4811,17,1030966,0,1,0
4812,5,1030967,1359064589,1,104
4813,6,1030967,0,1,0
4814,11,1030967,0,1,0
4815,13,1030967,0,1,0
4816,15,1030967,0,1,0
4817,17,1030967,0,1,0
4818,5,1030968,1359243812,1,100
4819,6,1030968,0,1,0
4820,11,1030968,0,1,0
4821,13,1030968,0,1,0
4822,15,1030968,0,1,0
4823,17,1030968,0,1,0
4824,5,1030969,1358734685,1,101.5
4825,6,1030969,1359762794,1,0
4826,11,1030969,1359763019,1,99
4827,13,1030969,1361831908,1,102
4828,15,1030969,1362440519,1,105
4829,17,1030969,1362982669,1,65.56
4830,5,1030970,1359054513,1,100
4831,6,1030970,1359755193,1,84
4832,11,1030970,1360617403,1,100
4833,13,1030970,1361799345,1,100
4834,15,1030970,1362410025,1,100
4835,17,1030970,1363036812,1,64.24
4836,5,1030971,1358980887,1,104
4837,6,1030971,1359410220,1,94.33
4838,11,1030971,1359760307,1,72
4839,13,1030971,1361206139,1,105
4840,15,1030971,1361743759,1,100
4841,17,1030971,1362949260,1,100
4842,5,1030972,1358279095,1,100
4843,6,1030972,1359754811,1,100
4844,11,1030972,1360616534,1,74
4845,13,1030972,0,1,0
4846,15,1030972,0,1,0
4847,17,1030972,0,1,0
4848,5,1030973,1359064715,1,104
4849,6,1030973,1359579207,1,102
4850,11,1030973,1360427659,1,106
4851,13,1030973,1361828378,1,89.5
4852,15,1030973,0,1,0
4853,17,1030973,0,1,0
4854,5,1030974,1359137169,1,90.25
4855,6,1030974,1359921667,1,78
4856,11,1030974,1360610940,1,100
4857,13,1030974,0,1,0
4858,15,1030974,0,1,0
4859,17,1030974,0,1,0
4860,5,1030975,1359055542,1,104
4861,6,1030975,1359734997,1,100
4862,11,1030975,1360507730,1,103
4863,13,1030975,1361652653,1,62.5
4864,15,1030975,1362479268,1,100
4865,17,1030975,0,1,0
4866,5,1030976,1359062654,1,100
4867,6,1030976,1359588288,1,100
4868,11,1030976,1360501201,1,100
4869,13,1030976,1361830862,1,100
4870,15,1030976,1362336908,1,100
4871,17,1030976,1363036372,1,100
4872,5,1030977,1359060260,1,104
4873,6,1030977,1359763058,1,100
4874,11,1030977,1360626992,1,100
4875,13,1030977,1361723628,1,100
4876,15,1030977,1361723586,1,100
4877,17,1030977,1363115543,1,100
4878,5,1030978,1358700821,1,104
4879,6,1030978,1359329495,1,103.33
4880,11,1030978,1360083963,1,106
4881,13,1030978,1361233137,1,105
4882,15,1030978,1361977207,1,105
4883,17,1030978,1362650097,1,100
4884,5,1030979,1359092625,1,100
4885,6,1030979,1359729342,1,100
4886,11,1030979,0,1,0
4887,13,1030979,1361974489,1,75
4888,15,1030979,0,1,0
4889,17,1030979,0,1,0
4890,5,1030980,1358827969,1,104
4891,6,1030980,1359600054,1,101.54
4892,11,1030980,0,1,0
4893,13,1030980,0,1,0
4894,15,1030980,0,1,0
4895,17,1030980,0,1,0
4896,5,1030981,1359011190,1,72.45
4897,6,1030981,0,1,0
4898,11,1030981,0,1,0
4899,13,1030981,0,1,0
4900,15,1030981,0,1,0
4901,17,1030981,0,1,0
4902,5,1030982,1359053394,1,52
4903,6,1030982,0,1,0
4904,11,1030982,1360605023,1,41
4905,13,1030982,0,1,0
4906,15,1030982,0,1,0
4907,17,1030982,0,1,0
4908,5,1030983,1358354017,1,104
4909,6,1030983,1359446623,1,104
4910,11,1030983,1360017690,1,100
4911,13,1030983,1361137211,1,100
4912,15,1030983,1362035930,1,100
4913,17,1030983,1362550021,1,100
4914,5,1030984,1358714372,1,104
4915,6,1030984,1359755021,1,104
4916,11,1030984,1360620572,1,105
4917,13,1030984,1361648027,1,105
4918,15,1030984,1362433355,1,100
4919,17,1030984,1362921171,1,100
4920,5,1030985,1358973320,1,96.75
4921,6,1030985,0,1,0
4922,11,1030985,0,1,0
4923,13,1030985,0,1,0
4924,15,1030985,0,1,0
4925,17,1030985,0,1,0
4926,5,1030986,1359516261,1,104
4927,6,1030986,1359742666,1,92.75
4928,11,1030986,1360603556,1,93
4929,13,1030986,0,1,0
4930,15,1030986,0,1,0
4931,17,1030986,0,1,0
4932,5,1030987,1358824956,1,104
4933,6,1030987,1359753081,1,103.33
4934,11,1030987,1360547317,1,100
4935,13,1030987,1361756540,1,98.5
4936,15,1030987,1362433186,1,97.5
4937,17,1030987,1362787529,1,100
4938,5,1030988,1359147451,1,100
4939,6,1030988,0,1,0
4940,11,1030988,0,1,0
4941,13,1030988,0,1,0
4942,15,1030988,0,1,0
4943,17,1030988,0,1,0
4944,5,1030989,1358827414,1,100
4945,6,1030989,1359614031,1,66
4946,11,1030989,1359612274,1,70
4947,13,1030989,1361669197,1,88.55
4948,15,1030989,1362291403,1,91
4949,17,1030989,1362859566,1,88.74
4950,5,1030990,0,1,0
4951,6,1030990,0,1,0
4952,11,1030990,1360626435,1,67
4953,13,1030990,1361822247,1,100
4954,15,1030990,1362591271,1,95
4955,17,1030990,1363113457,1,97.35
4956,5,1030991,1359011485,1,100
4957,6,1030991,1359280643,1,100
4958,11,1030991,1360489881,1,100
4959,13,1030991,0,1,0
4960,15,1030991,0,1,0
4961,17,1030991,0,1,0
4962,5,1030992,1359015264,1,50.33
4963,6,1030992,0,1,0
4964,11,1030992,0,1,0
4965,13,1030992,0,1,0
4966,15,1030992,0,1,0
4967,17,1030992,0,1,0
4968,5,1030993,1359223598,1,87
4969,6,1030993,1360477440,1,0
4970,11,1030993,1360606431,1,41
4971,13,1030993,0,1,0
4972,15,1030993,0,1,0
4973,17,1030993,0,1,0
4974,5,1030994,1358693126,1,100
4975,6,1030994,1359365716,1,100
4976,11,1030994,1360099781,1,78
4977,13,1030994,1361454746,1,100
4978,15,1030994,1362210607,1,100
4979,17,1030994,1362823772,1,100
4980,5,1030995,1359068437,1,97.14
4981,6,1030995,1359912105,1,87
4982,11,1030995,1360796740,1,56
4983,13,1030995,0,1,0
4984,15,1030995,0,1,0
4985,17,1030995,0,1,0
4986,5,1030996,1359827807,1,0
4987,6,1030996,1359827579,1,104
4988,11,1030996,0,1,0
4989,13,1030996,0,1,0
4990,15,1030996,0,1,0
4991,17,1030996,0,1,0
4992,5,1030997,1358943394,1,93.33
4993,6,1030997,1359585192,1,100
4994,11,1030997,1360420680,1,94
4995,13,1030997,1361823767,1,75
4996,15,1030997,1362350674,1,34
4997,17,1030997,0,1,0
4998,5,1030998,1358926786,1,70.38
4999,6,1030998,0,1,0
5000,11,1030998,0,1,0
5001,13,1030998,0,1,0
5002,15,1030998,0,1,0
5003,17,1030998,0,1,0
5004,5,1030999,1358960177,1,102
5005,6,1030999,1358960520,1,102
5006,11,1030999,1360604908,1,94
5007,13,1030999,1361816920,1,85
5008,15,1030999,1362419955,1,100
5009,17,1030999,1363034654,1,96.03
5010,5,1031000,1358971507,1,104
5011,6,1031000,0,1,0
5012,11,1031000,0,1,0
5013,13,1031000,0,1,0
5014,15,1031000,0,1,0
5015,17,1031000,0,1,0
5016,5,1031001,1359165312,1,104
5017,6,1031001,1359165016,1,0
5018,11,1031001,0,1,0
5019,13,1031001,0,1,0
5020,15,1031001,0,1,0
5021,17,1031001,0,1,0
5022,5,1031002,1359152439,1,88.13
5023,6,1031002,0,1,0
5024,11,1031002,0,1,0
5025,13,1031002,0,1,0
5026,15,1031002,0,1,0
5027,17,1031002,0,1,0
5028,5,1031003,1358870297,1,100
5029,6,1031003,1359757765,1,100
5030,11,1031003,1359757721,1,81
5031,13,1031003,1361201565,1,0
5032,15,1031003,0,1,0
5033,17,1031003,0,1,0
5034,5,1031004,1359067982,1,92.14
5035,6,1031004,1359762461,1,84
5036,11,1031004,0,1,0
5037,13,1031004,0,1,0
5038,15,1031004,0,1,0
5039,17,1031004,0,1,0
5040,5,1031005,1358428770,1,104
5041,6,1031005,1359273481,1,104
5042,11,1031005,1360252192,1,106
5043,13,1031005,1361199840,1,105
5044,15,1031005,1362327679,1,105
5045,17,1031005,1362241293,1,100
5046,5,1031006,1361976255,1,104
5047,6,1031006,0,1,0
5048,11,1031006,0,1,0
5049,13,1031006,0,1,0
5050,15,1031006,0,1,0
5051,17,1031006,0,1,0
5052,5,1031007,1358463643,1,104
5053,6,1031007,1359716057,1,100
5054,11,1031007,1360602412,1,75
5055,13,1031007,1361467197,1,105
5056,15,1031007,1362308523,1,75
5057,17,1031007,1362520799,1,100
5058,5,1031008,1359329206,1,103.8
5059,6,1031008,1359934011,1,100
5060,11,1031008,0,1,0
5061,13,1031008,0,1,0
5062,15,1031008,0,1,0
5063,17,1031008,0,1,0
5064,5,1031009,1358911144,1,63.11
5065,6,1031009,0,1,0
5066,11,1031009,0,1,0
5067,13,1031009,0,1,0
5068,15,1031009,0,1,0
5069,17,1031009,0,1,0
5070,5,1031010,1358863410,1,100
5071,6,1031010,0,1,0
5072,11,1031010,0,1,0
5073,13,1031010,0,1,0
5074,15,1031010,0,1,0
5075,17,1031010,0,1,0
5076,5,1031011,1358950801,1,104
5077,6,1031011,1359758990,1,87
5078,11,1031011,1360605357,1,82
5079,13,1031011,0,1,0
5080,15,1031011,0,1,0
5081,17,1031011,0,1,0
5082,5,1031012,1358873596,1,104
5083,6,1031012,1359935892,1,99
5084,11,1031012,1360627194,1,95
5085,13,1031012,0,1,0
5086,15,1031012,0,1,0
5087,17,1031012,0,1,0
5088,5,1031013,1359055738,1,100
5089,6,1031013,1359739164,1,95
5090,11,1031013,1360618011,1,51
5091,13,1031013,0,1,0
5092,15,1031013,0,1,0
5093,17,1031013,0,1,0
5094,5,1031014,1358514664,1,104
5095,6,1031014,1359204383,1,104
5096,11,1031014,1360406856,1,103
5097,13,1031014,1361374475,1,105
5098,15,1031014,1362338547,1,100
5099,17,1031014,1362577359,1,100
5100,5,1031015,1359093613,1,102
5101,6,1031015,0,1,0
5102,11,1031015,0,1,0
5103,13,1031015,0,1,0
5104,15,1031015,0,1,0
5105,17,1031015,0,1,0
5106,5,1031016,1359036068,1,56.17
5107,6,1031016,0,1,0
5108,11,1031016,0,1,0
5109,13,1031016,0,1,0
5110,15,1031016,0,1,0
5111,17,1031016,0,1,0
5112,5,1031017,1358947885,1,92.5
5113,6,1031017,1359790261,1,66
5114,11,1031017,1359789761,1,0
5115,13,1031017,0,1,0
5116,15,1031017,0,1,0
5117,17,1031017,0,1,0
5118,5,1031018,1359070665,1,100
5119,6,1031018,0,1,0
5120,11,1031018,1360615840,1,98
5121,13,1031018,1361836716,1,100
5122,15,1031018,0,1,0
5123,17,1031018,1363100372,1,94.7
5124,5,1031019,1358971041,1,0
5125,6,1031019,1359743820,1,100
5126,11,1031019,0,1,0
5127,13,1031019,0,1,0
5128,15,1031019,0,1,0
5129,17,1031019,0,1,0
5130,5,1031020,1358950150,1,92.25
5131,6,1031020,1359468772,1,100
5132,11,1031020,1360213452,1,90
5133,13,1031020,1362041750,1,102
5134,15,1031020,1362482679,1,90
5135,17,1031020,1362482534,1,0
5136,5,1031021,1358720867,1,104
5137,6,1031021,1359321172,1,102
5138,11,1031021,1359837312,1,85
5139,13,1031021,1361124134,1,97
5140,15,1031021,1361882261,1,51
5141,17,1031021,1362244475,1,100
5142,5,1031022,1358470880,1,82.67
5143,6,1031022,1359387850,1,45
5144,11,1031022,0,1,0
5145,13,1031022,0,1,0
5146,15,1031022,0,1,0
5147,17,1031022,0,1,0
5148,5,1031023,1358782171,1,104
5149,6,1031023,1359218201,1,104
5150,11,1031023,1360627373,1,106
5151,13,1031023,0,1,0
5152,15,1031023,0,1,0
5153,17,1031023,0,1,0
5154,5,1031024,1359052503,1,104
5155,6,1031024,1359758498,1,104
5156,11,1031024,1360627186,1,76
5157,13,1031024,1361836638,1,105
5158,15,1031024,1361836786,1,49.5
5159,17,1031024,1362439976,1,66.23
5160,5,1031025,1359065099,1,104
5161,6,1031025,1359724193,1,100
5162,11,1031025,1360365509,1,100
5163,13,1031025,1361744509,1,105
5164,15,1031025,1362527656,1,96
5165,17,1031025,1363180350,1,94.7
5166,5,1031026,1358886832,1,104
5167,6,1031026,1359697896,1,96
5168,11,1031026,1360554148,1,100
5169,13,1031026,1361820430,1,85
5170,15,1031026,0,1,0
5171,17,1031026,1363060584,1,72.85
5172,5,1031027,1358349738,1,104
5173,6,1031027,0,1,0
5174,11,1031027,0,1,0
5175,13,1031027,0,1,0
5176,15,1031027,0,1,0
5177,17,1031027,0,1,0
5178,5,1031028,1358838564,1,104
5179,6,1031028,1359674608,1,100
5180,11,1031028,1360618683,1,100
5181,13,1031028,1361831799,1,105
5182,15,1031028,1362427733,1,99.5
5183,17,1031028,1363122802,1,100
5184,5,1031029,0,1,0
5185,6,1031029,0,1,0
5186,11,1031029,1360693791,1,103
5187,13,1031029,0,1,0
5188,15,1031029,0,1,0
5189,17,1031029,0,1,0
5190,5,1031030,1358940593,1,100
5191,6,1031030,0,1,0
5192,11,1031030,0,1,0
5193,13,1031030,0,1,0
5194,15,1031030,0,1,0
5195,17,1031030,0,1,0
5196,5,1031031,1359071947,1,63.95
5197,6,1031031,1359757177,1,102
5198,11,1031031,1360626097,1,106
5199,13,1031031,1361814762,1,105
5200,15,1031031,1362382267,1,100
5201,17,1031031,1363132226,1,100
5202,5,1031032,1358886722,1,100
5203,6,1031032,0,1,0
5204,11,1031032,0,1,0
5205,13,1031032,0,1,0
5206,15,1031032,0,1,0
5207,17,1031032,0,1,0
5208,5,1031033,1358785276,1,104
5209,6,1031033,1358910151,1,71
5210,11,1031033,1360453362,1,100
5211,13,1031033,0,1,0
5212,15,1031033,0,1,0
5213,17,1031033,0,1,0
5214,5,1031034,1358404537,1,104
5215,6,1031034,1359118746,1,104
5216,11,1031034,1359956330,1,106
5217,13,1031034,1361844744,1,105
5218,15,1031034,1362388048,1,105
5219,17,1031034,1363070871,1,100
5220,5,1031035,1358863604,1,104
5221,6,1031035,1359625476,1,100
5222,11,1031035,1360332341,1,97
5223,13,1031035,1361455297,1,105
5224,15,1031035,1362136209,1,100
5225,17,1031035,1362568870,1,100
5226,5,1031036,1359017752,1,104
5227,6,1031036,1359700413,1,100
5228,11,1031036,1360620468,1,95
5229,13,1031036,1361820910,1,42
5230,15,1031036,0,1,0
5231,17,1031036,1363069742,1,100
5232,5,1031037,1358891712,1,100
5233,6,1031037,1359700976,1,84
5234,11,1031037,1360618679,1,98
5235,13,1031037,1361809134,1,75
5236,15,1031037,1361809078,1,0
5237,17,1031037,0,1,0
5238,5,1031038,1358866402,1,102
5239,6,1031038,1359226410,1,100
5240,11,1031038,1360439001,1,80
5241,13,1031038,1361711589,1,95.5
5242,15,1031038,1362324143,1,72.5
5243,17,1031038,1362683440,1,100
5244,5,1031039,1359240541,1,104
5245,6,1031039,0,1,0
5246,11,1031039,0,1,0
5247,13,1031039,0,1,0
5248,15,1031039,0,1,0
5249,17,1031039,0,1,0
5250,5,1031040,1358721188,1,96.29
5251,6,1031040,1359500020,1,100
5252,11,1031040,1360275944,1,93
5253,13,1031040,1361634598,1,100
5254,15,1031040,1362247964,1,91
5255,17,1031040,1362836290,1,62.91
5256,5,1031041,1358610035,1,104
5257,6,1031041,1359121150,1,104
5258,11,1031041,1360398336,1,103
5259,13,1031041,1361200575,1,105
5260,15,1031041,1361677017,1,100
5261,17,1031041,1362801840,1,100
5262,5,1031042,1358993047,1,45.48
5263,6,1031042,1359755860,1,84
5264,11,1031042,1359755749,1,44.78
5265,13,1031042,1361834926,1,61.25
5266,15,1031042,1363566849,1,0
5267,17,1031042,1363566922,1,64.24
5268,5,1031043,1359005622,1,100
5269,6,1031043,0,1,0
5270,11,1031043,0,1,0
5271,13,1031043,0,1,0
5272,15,1031043,0,1,0
5273,17,1031043,0,1,0
5274,5,1031044,1358982213,1,101.88
5275,6,1031044,1359585038,1,100
5276,11,1031044,1359585003,1,47
5277,13,1031044,1361812068,1,95.75
5278,15,1031044,1362423378,1,100
5279,17,1031044,1363034594,1,100
5280,5,1031045,1358755653,1,104
5281,6,1031045,1359443344,1,100
5282,11,1031045,1360396748,1,100
5283,13,1031045,1361524744,1,105
5284,15,1031045,1361877781,1,100
5285,17,1031045,1362977564,1,100
5286,5,1031046,1359064640,1,100
5287,6,1031046,1359659770,1,100
5288,11,1031046,1360622600,1,85
5289,13,1031046,1361829826,1,100
5290,15,1031046,1362440363,1,87
5291,17,1031046,0,1,0
5292,5,1031047,1358868952,1,100
5293,6,1031047,1359306344,1,69
5294,11,1031047,1360291899,1,0
5295,13,1031047,1361266045,1,84
5296,15,1031047,1361791907,1,0
5297,17,1031047,0,1,0
5298,5,1031048,1359013879,1,103.43
5299,6,1031048,1359699784,1,101.87
5300,11,1031048,0,1,0
5301,13,1031048,0,1,0
5302,15,1031048,0,1,0
5303,17,1031048,0,1,0
5304,5,1031049,1359041043,1,100
5305,6,1031049,0,1,0
5306,11,1031049,0,1,0
5307,13,1031049,0,1,0
5308,15,1031049,0,1,0
5309,17,1031049,0,1,0
5310,5,1031050,1359838008,1,81.43
5311,6,1031050,0,1,0
5312,11,1031050,1361404647,1,0
5313,13,1031050,0,1,0
5314,15,1031050,0,1,0
5315,17,1031050,0,1,0
5316,5,1031051,1359104461,1,99.29
5317,6,1031051,1359895790,1,100
5318,11,1031051,1360522662,1,80
5319,13,1031051,1361813048,1,100
5320,15,1031051,1362332717,1,100
5321,17,1031051,1362938178,1,100
5322,5,1031052,1359060734,1,87
5323,6,1031052,0,1,0
5324,11,1031052,0,1,0
5325,13,1031052,0,1,0
5326,15,1031052,0,1,0
5327,17,1031052,0,1,0
5328,5,1031053,1358603557,1,104
5329,6,1031053,1359658225,1,100
5330,11,1031053,1360438046,1,100
5331,13,1031053,1361631581,1,100
5332,15,1031053,1362326353,1,100
5333,17,1031053,1362517937,1,100
5334,5,1031054,1358797826,1,100
5335,6,1031054,1359695976,1,100
5336,11,1031054,1360551810,1,100
5337,13,1031054,1361651055,1,100
5338,15,1031054,1362342309,1,100
5339,17,1031054,1362461508,1,100
5340,5,1031055,1358717386,1,96.62
5341,6,1031055,1359663489,1,99
5342,11,1031055,1360525426,1,77
5343,13,1031055,1361829476,1,75
5344,15,1031055,1362317067,1,64
5345,17,1031055,1363031158,1,100
5346,5,1031056,0,1,0
5347,6,1031056,0,1,0
5348,11,1031056,0,1,0
5349,13,1031056,0,1,0
5350,15,1031056,0,1,0
5351,17,1031056,1363039603,1,100
5352,5,1031057,1359202147,1,100
5353,6,1031057,1359891358,1,72
5354,11,1031057,1360579752,1,85
5355,13,1031057,1361785640,1,85
5356,15,1031057,1362371822,1,23
5357,17,1031057,1362988250,1,89.4
5358,5,1031058,1358548218,1,104
5359,6,1031058,1359703002,1,100.46
5360,11,1031058,1360503626,1,95
5361,13,1031058,0,1,0
5362,15,1031058,0,1,0
5363,17,1031058,0,1,0
5364,5,1031059,1358950352,1,104
5365,6,1031059,1359721105,1,100
5366,11,1031059,1360338122,1,41
5367,13,1031059,1361791934,1,95.5
5368,15,1031059,1362240645,1,100
5369,17,1031059,1363022411,1,100
5370,5,1031060,1358783031,1,100
5371,6,1031060,1359476594,1,100
5372,11,1031060,1360332618,1,88
5373,13,1031060,1361539530,1,77.86
5374,15,1031060,0,1,0
5375,17,1031060,0,1,0
5376,5,1031061,1359029804,1,104
5377,6,1031061,0,1,0
5378,11,1031061,0,1,0
5379,13,1031061,0,1,0
5380,15,1031061,0,1,0
5381,17,1031061,0,1,0
5382,5,1031062,1359079184,1,96.07
5383,6,1031062,1359733378,1,100
5384,11,1031062,1360456774,1,100
5385,13,1031062,1361746164,1,100
5386,15,1031062,0,1,0
5387,17,1031062,1363068378,1,94.7
5388,5,1031063,1358642320,1,104
5389,6,1031063,1359674375,1,100
5390,11,1031063,1360538581,1,100
5391,13,1031063,1361835083,1,89.5
5392,15,1031063,1362438029,1,67
5393,17,1031063,1363039871,1,50.33
5394,5,1031064,1358751187,1,104
5395,6,1031064,1359351860,1,103
5396,11,1031064,1360199898,1,102
5397,13,1031064,1361342715,1,105
5398,15,1031064,1362112178,1,101
5399,17,1031064,1362445745,1,100
5400,5,1031065,1359041667,1,104
5401,6,1031065,1359750752,1,100
5402,11,1031065,1360608178,1,100
5403,13,1031065,1361820082,1,105
5404,15,1031065,1362428717,1,100
5405,17,1031065,1363117081,1,100
5406,5,1031066,1358718967,1,104
5407,6,1031066,1360504456,1,100
5408,11,1031066,1360598416,1,100
5409,13,1031066,1361837978,1,75
5410,15,1031066,1362428781,1,100
5411,17,1031066,1362878243,1,100
5412,5,1031067,1359068710,1,100
5413,6,1031067,1359919781,1,100
5414,11,1031067,1360491796,1,100
5415,13,1031067,1361726587,1,94
5416,15,1031067,1362432672,1,91
5417,17,1031067,1362695354,1,100
5418,5,1031068,1358810428,1,0
5419,6,1031068,0,1,0
5420,11,1031068,0,1,0
5421,13,1031068,0,1,0
5422,15,1031068,0,1,0
5423,17,1031068,0,1,0
5424,5,1031069,1358886231,1,90
5425,6,1031069,1359658291,1,100
5426,11,1031069,1360570587,1,100
5427,13,1031069,1361574501,1,100
5428,15,1031069,1362387567,1,93
5429,17,1031069,0,1,0
5430,5,1031070,1359063169,1,100
5431,6,1031070,1359069329,1,100
5432,11,1031070,1359755646,1,59
5433,13,1031070,0,1,0
5434,15,1031070,0,1,0
5435,17,1031070,1363042949,1,100
5436,5,1031071,1358553277,1,100
5437,6,1031071,1359921039,1,84
5438,11,1031071,1360779438,1,54
5439,13,1031071,1361724088,1,105
5440,15,1031071,1362421660,1,82
5441,17,1031071,0,1,0
5442,5,1031072,1358817483,1,104
5443,6,1031072,1359762972,1,74
5444,11,1031072,1360734423,1,56
5445,13,1031072,1361830727,1,83.5
5446,15,1031072,1362440439,1,97
5447,17,1031072,1363130494,1,100
5448,5,1031073,1359011781,1,100
5449,6,1031073,1359634369,1,100
5450,11,1031073,1360513305,1,95
5451,13,1031073,1361831213,1,89.5
5452,15,1031073,1362437414,1,73
5453,17,1031073,1362843585,1,100
5454,5,1031074,1359057437,1,98.13
5455,6,1031074,0,1,0
5456,11,1031074,0,1,0
5457,13,1031074,0,1,0
5458,15,1031074,0,1,0
5459,17,1031074,0,1,0
5460,5,1031075,1359042126,1,70
5461,6,1031075,0,1,0
5462,11,1031075,0,1,0
5463,13,1031075,0,1,0
5464,15,1031075,0,1,0
5465,17,1031075,0,1,0
5466,5,1031076,1358957153,1,104
5467,6,1031076,1359594231,1,100
5468,11,1031076,1360462636,1,100
5469,13,1031076,1361762632,1,100
5470,15,1031076,1362438926,1,91
5471,17,1031076,1363046760,1,100
5472,5,1031077,1359033931,1,104
5473,6,1031077,1359725585,1,100
5474,11,1031077,1359747610,1,100
5475,13,1031077,1361828002,1,100
5476,15,1031077,1362431933,1,99.5
5477,17,1031077,1362958192,1,100
5478,5,1031078,1359056211,1,87
5479,6,1031078,1359759667,1,88
5480,11,1031078,1360624434,1,97
5481,13,1031078,1361833892,1,100
5482,15,1031078,1362612258,1,83.5
5483,17,1031078,0,1,0
5484,5,1031079,1359243932,1,100
5485,6,1031079,1359686290,1,104
5486,11,1031079,1360534822,1,100
5487,13,1031079,1362009034,1,91
5488,15,1031079,0,1,0
5489,17,1031079,0,1,0
5490,5,1031080,1358199055,1,104
5491,6,1031080,1358965368,1,104
5492,11,1031080,1359727702,1,107
5493,13,1031080,1361214218,1,105
5494,15,1031080,1361704334,1,105
5495,17,1031080,1362232214,1,100
5496,5,1031081,1359004283,1,92.86
5497,6,1031081,0,1,0
5498,11,1031081,0,1,0
5499,13,1031081,0,1,0
5500,15,1031081,0,1,0
5501,17,1031081,0,1,0
5502,5,1031082,0,1,0
5503,6,1031082,1359923144,1,27
5504,11,1031082,0,1,0
5505,13,1031082,0,1,0
5506,15,1031082,0,1,0
5507,17,1031082,0,1,0
5508,5,1031083,1359208777,1,100
5509,6,1031083,1359208741,1,86
5510,11,1031083,1359934323,1,79
5511,13,1031083,1361816732,1,92.5
5512,15,1031083,1361819719,1,92
5513,17,1031083,1363023684,1,100
5514,5,1031084,1358366539,1,104
5515,6,1031084,1359755386,1,96
5516,11,1031084,1360623637,1,76
5517,13,1031084,0,1,0
5518,15,1031084,0,1,0
5519,17,1031084,0,1,0
5520,5,1031085,1358363949,1,104
5521,6,1031085,1358986959,1,100
5522,11,1031085,1360427819,1,100
5523,13,1031085,1361314184,1,100
5524,15,1031085,1362009448,1,100
5525,17,1031085,1362844417,1,100
5526,5,1031086,1358401511,1,104
5527,6,1031086,0,1,0
5528,11,1031086,0,1,0
5529,13,1031086,0,1,0
5530,15,1031086,0,1,0
5531,17,1031086,0,1,0
5532,5,1031087,1359043512,1,86.47
5533,6,1031087,0,1,0
5534,11,1031087,0,1,0
5535,13,1031087,0,1,0
5536,15,1031087,0,1,0
5537,17,1031087,0,1,0
5538,5,1031088,1358952083,1,104
5539,6,1031088,1359411856,1,100
5540,11,1031088,1360528262,1,100
5541,13,1031088,1361722300,1,100
5542,15,1031088,1362237411,1,100
5543,17,1031088,1362765495,1,100
5544,5,1031089,1359007176,1,104
5545,6,1031089,1359736313,1,102.88
5546,11,1031089,1360603341,1,56
5547,13,1031089,0,1,0
5548,15,1031089,0,1,0
5549,17,1031089,0,1,0
5550,5,1031090,1358974728,1,104
5551,6,1031090,1359753967,1,104
5552,11,1031090,1360604333,1,100
5553,13,1031090,1361817602,1,100
5554,15,1031090,1362414844,1,100
5555,17,1031090,1363163906,1,100
5556,5,1031091,1359072020,1,104
5557,6,1031091,1359071999,1,0
5558,11,1031091,0,1,0
5559,13,1031091,0,1,0
5560,15,1031091,0,1,0
5561,17,1031091,0,1,0
5562,5,1031092,1359056992,1,67.77
5563,6,1031092,0,1,0
5564,11,1031092,0,1,0
5565,13,1031092,0,1,0
5566,15,1031092,0,1,0
5567,17,1031092,0,1,0
5568,5,1031093,1358924708,1,104
5569,6,1031093,1359613034,1,104
5570,11,1031093,1360213602,1,106
5571,13,1031093,1361081302,1,105
5572,15,1031093,1362356750,1,105
5573,17,1031093,1363046034,1,100
5574,5,1031094,1358372061,1,104
5575,6,1031094,1359215179,1,101.42
